"searchedTranscript","transcriptGene"
"ENST00000368535","PAOX"
"ENST00000368604","CALHM6"
"ENST00000368640","LAMA4"
"ENST00000368682","FYN"
"ENST00000368750","SPRR2E"
"ENST00000368764","IVL"
"ENST00000368931","BNIPL"
"ENST00000368968","CEP57L1"
"ENST00000369073","PLPP4"
"ENST00000369153","BOLA1"
"ENST00000369158","H3C14"
"ENST00000369159","H2AC18"
"ENST00000369206","VAX1"
"ENST00000369280","TDRD1"
"ENST00000369312","PLEKHS1"
"ENST00000369408","ANKRD6"
"ENST00000369422","TECTB"
"ENST00000369425","GPAM"
"ENST00000369515","TSPAN2"
"ENST00000369643","FAM3A"
"ENST00000369669","ST7L"
"ENST00000369687","RIPPLY2"
"ENST00000369718","C1orf162"
"ENST00000369769","KCNA3"
"ENST00000369780","NEURL1"
"ENST00000369907","PSRC1"
"ENST00000370089","COX7A2"
"ENST00000370307","NKAIN4"
"ENST00000370398","KCNQ5"
"ENST00000370434","ABCC2"
"ENST00000370471","FMR1"
"ENST00000370501","NTSR1"
"ENST00000370518","SPANXA2"
"ENST00000370519","SPANXA1"
"ENST00000370549","HPSE2"
"ENST00000370565","CLCA2"
"ENST00000370597","CRTAC1"
"ENST00000370671","SAMD13"
"ENST00000370680","PRKACB"
"ENST00000370834","ACADM"
"ENST00000370836","HS6ST2"
"ENST00000370844","MBNL3"
"ENST00000370848","SS18L1"
"ENST00000370894","FPGT"
"ENST00000370905","KLHL31"
"ENST00000371130","TENM1"
"ENST00000371153","KANK4"
"ENST00000371204","CYP2J2"
"ENST00000371207","ENTPD1"
"ENST00000371220","ADGRF4"
"ENST00000371232","DAB1"
"ENST00000371325","FAM209B"
"ENST00000371467","RBP4"
"ENST00000371552","EXOC6"
"ENST00000371628","LONRF3"
"ENST00000371629","LINC02692"
"ENST00000371708","SLC29A1"
"ENST00000371734","CARD9"
"ENST00000371799","OLFM1"
"ENST00000371876","KLHL13"
"ENST00000371891","CYP4A22"
"ENST00000371991","SURF4"
"ENST00000372036","GBGT1"
"ENST00000372155","DDX31"
"ENST00000372179","NTNG2"
"ENST00000372198","DYDC2"
"ENST00000372374","ST3GAL3"
"ENST00000372782","ZMAT1"
"ENST00000372811","MFSD2A"
"ENST00000372815","MYCL"
"ENST00000372852","HEYL"
"ENST00000372907","TAF7L"
"ENST00000372916","DRP2"
"ENST00000372980","JPH2"
"ENST00000373066","SLC25A25"
"ENST00000373113","TREM2"
"ENST00000373236","SAR1A"
"ENST00000373322","LRSAM1"
"ENST00000373331","PPP1R16B"
"ENST00000373348","ADIG"
"ENST00000373387","GARNL3"
"ENST00000373439","RALGPS1"
"ENST00000373667","COL16A1"
"ENST00000373695","GCNA"
"ENST00000373742","PUM1"
"ENST00000373821","SRPK1"
"ENST00000373878","PHYHIPL"
"ENST00000373950","EPB41L1"
"ENST00000374018","SNRPC"
"ENST00000374140","RGS3"
"ENST00000374183","BSPRY"
"ENST00000374202","IL2RG"
"ENST00000374280","EXTL1"
"ENST00000374320","TEX11"
"ENST00000374371","ZFAND4"
"ENST00000374384","UQCC1"
"ENST00000374415","ADAM23"
"ENST00000374479","FUCA1"
"ENST00000374481","CD28"
"ENST00000374788","PARD3"
"ENST00000374792","AATK"
"ENST00000374940","HLA-DQA2"
"ENST00000375023","NOTCH4"
"ENST00000375259","SLC35D2"
"ENST00000375274","PTCH1"
"ENST00000375405","SCN1A"
"ENST00000375608","MCF2L"
"ENST00000375773","KYNU"
"ENST00000375780","CLIC1"
"ENST00000375894","CTSL"
"ENST00000375922","TTLL9"
"ENST00000375949","CTRC"
"ENST00000376059","AIF1"
"ENST00000376207","FOXP3"
"ENST00000376248","GAD2"
"ENST00000376309","DEFB123"
"ENST00000376340","C9orf64"
"ENST00000376667","MAD2L2"
"ENST00000376701","WAS"
"ENST00000376773","PPP1R11"
"ENST00000376785","POLR1H"
"ENST00000376804","UBIAD1"
"ENST00000376881","ZFP57"
"ENST00000376931","MRNIP"
"ENST00000377079","LMAN2L"
"ENST00000377147","OR11A1"
"ENST00000377175","OR2W1"
"ENST00000377182","MAMDC2"
"ENST00000377203","CD300LG"
"ENST00000377208","POU4F1"
"ENST00000377227","UIMC1"
"ENST00000377392","CBWD5"
"ENST00000377647","SPATA31A1"
"ENST00000377693","IGFL2"
"ENST00000377883","USP30"
"ENST00000377901","TMEM71"
"ENST00000377904","ASIC3"
"ENST00000378123","PCDHA8"
"ENST00000378347","LOC100129697"
"ENST00000378454","DCDC2"
"ENST00000378680","DMD"
"ENST00000378688","HTR2A"
"ENST00000378745","C9orf131"
"ENST00000378763","FRG2"
"ENST00000378844","FERMT1"
"ENST00000378937","NUDT5"
"ENST00000378945","GK"
"ENST00000378961","CHGB"
"ENST00000378975","U2AF1L4"
"ENST00000379087","FAM219A"
"ENST00000379096","TPD52"
"ENST00000379236","TNFRSF4"
"ENST00000379251","SAT1"
"ENST00000379254","SAT1"
"ENST00000379295","ACOT9"
"ENST00000379409","PLEKHN1"
"ENST00000379448","ZNF827"
"ENST00000379677","LINC01460"
"ENST00000379692","NDNF"
"ENST00000379721","SPINK4"
"ENST00000379806","PDHA1"
"ENST00000379819","APTX"
"ENST00000379845","SFRP1"
"ENST00000379922","NBEA"
"ENST00000380033","BEND2"
"ENST00000380138","EDIL3"
"ENST00000380149","ALOXE3"
"ENST00000380175","C6orf201"
"ENST00000380321","MLLT3"
"ENST00000380342","CLTRN"
"ENST00000380518","COL2A1"
"ENST00000380535","TNFSF13"
"ENST00000380569","GCOM1"
"ENST00000380659","TLR7"
"ENST00000380785","MID1"
"ENST00000380828","RABGEF1"
"ENST00000380840","RCHY1"
"ENST00000380849","TTC39A"
"ENST00000380961","TBL1X"
"ENST00000381134","ARSL"
"ENST00000381218","ZBED1"
"ENST00000381476","MLANA"
"ENST00000381480","DENND1C"
"ENST00000381500","CSF2RA"
"ENST00000381585","C2orf50"
"ENST00000381623","SIRPD"
"ENST00000381732","RCL1"
"ENST00000381782","NSUN7"
"ENST00000381835","CIITA"
"ENST00000381951","OR1A2"
"ENST00000382061","SERPINF2"
"ENST00000382149","KCNIP4"
"ENST00000382179","BRSK2"
"ENST00000382238","IFNAR2"
"ENST00000382373","C21orf62"
"ENST00000382387","DOCK8-AS1"
"ENST00000382388","DEFB127"
"ENST00000382448","JMJD7-PLA2G4B"
"ENST00000382531","ADCY2"
"ENST00000383028","PIGG"
"ENST00000383696","OR5H15"
"ENST00000383754","MOBP"
"ENST00000383825","OGG1"
"ENST00000383836","SRGAP3"
"ENST00000383861","RNU1-28P"
"ENST00000383869","RNU1-27P"
"ENST00000383895","SNORA69"
"ENST00000383925","RNU1-1"
"ENST00000383971","RNU1-73P"
"ENST00000384000","SNORD116-9"
"ENST00000384010","RNVU1-18"
"ENST00000384121","RNU6-890P"
"ENST00000384132","RNU6-767P"
"ENST00000384209","RNU4-52P"
"ENST00000384225","SNORA50A"
"ENST00000384274","SNORD116-2"
"ENST00000384278","RNU1-2"
"ENST00000384287","SNORD116-3"
"ENST00000384492","SNORA70E"
"ENST00000384601","RNU6-1263P"
"ENST00000384659","RNU1-4"
"ENST00000384711","SNORD116-6"
"ENST00000384714","SNORD15B"
"ENST00000384782","RNU1-3"
"ENST00000384831","MIR34C"
"ENST00000384839","MIR615"
"ENST00000384894","MIR562"
"ENST00000384899","MIR641"
"ENST00000384902","MIR521-1"
"ENST00000385130","MIR34A"
"ENST00000385209","MIR574"
"ENST00000385254","MIR493"
"ENST00000387342","MT-TV"
"ENST00000387439","MT-TR"
"ENST00000388710","ADAMTSL1"
"ENST00000388724","ADAD1"
"ENST00000388741","EYA1"
"ENST00000388829","GPX1P1"
"ENST00000388918","TYRP1"
"ENST00000389037","DUOX1"
"ENST00000389040","VPS53"
"ENST00000389354","FAM149A"
"ENST00000389474","SIGLEC15"
"ENST00000389536","DNAH12"
"ENST00000389576","LPO"
"ENST00000389602","MYRF"
"ENST00000389656","CFAP61"
"ENST00000389707","ARNTL"
"ENST00000389772","ARHGAP8"
"ENST00000390324","IGLJ3"
"ENST00000390360","TRBV6-4"
"ENST00000390373","TRBV6-7"
"ENST00000390398","TRBV25-1"
"ENST00000390603","IGHV3-15"
"ENST00000390627","IGHV3-53"
"ENST00000390629","IGHV4-59"
"ENST00000390666","TSSK1B"
"ENST00000391027","RNU6-316P"
"ENST00000391239","RNU6-510P"
"ENST00000391666","SILC1"
"ENST00000391743","LAIR1"
"ENST00000391749","LILRB2"
"ENST00000391771","MYADM"
"ENST00000391883","TAF1A"
"ENST00000391898","CARD8"
"ENST00000391929","IL24"
"ENST00000391970","PTPRC"
"ENST00000392001","RAB17"
"ENST00000392079","NFKBIB"
"ENST00000392088","TUBA4A"
"ENST00000392151","CHP1"
"ENST00000392225","LGI4"
"ENST00000392266","CASP8"
"ENST00000392296","BOLL"
"ENST00000392341","SLC16A3"
"ENST00000392380","DLG1"
"ENST00000392540","LNPK"
"ENST00000392619","CD300E"
"ENST00000392662","ACTL6A"
"ENST00000392846","CYP4F2"
"ENST00000392873","KMT2A"
"ENST00000393055","PPP2R1B"
"ENST00000393252","BCL2L11"
"ENST00000393299","FAM135A"
"ENST00000393316","BCL2L15"
"ENST00000393437","LONRF2"
"ENST00000393469","SLC12A8"
"ENST00000393496","KALRN"
"ENST00000393579","PCNPP3"
"ENST00000393610","RAB24"
"ENST00000393650","IQCB1"
"ENST00000393664","ETV4"
"ENST00000393704","MFAP3L"
"ENST00000393712","NAA10"
"ENST00000393747","CTTN"
"ENST00000394103","WIPF2"
"ENST00000394171","NR2F2"
"ENST00000394232","SV2B"
"ENST00000394241","TGFA"
"ENST00000394243","SYNPO"
"ENST00000394340","DAB2IP"
"ENST00000394549","DNASE1L3"
"ENST00000394586","FUT8"
"ENST00000394589","RAD51D"
"ENST00000394626","STEAP2"
"ENST00000394633","PCDHA1"
"ENST00000394635","CFI"
"ENST00000394682","RPL36P7"
"ENST00000394690","STX5"
"ENST00000394722","ANKHD1"
"ENST00000394790","FUT11"
"ENST00000394855","DNAJA4"
"ENST00000394998","STX4"
"ENST00000395048","CYP1A1"
"ENST00000395153","DACT1"
"ENST00000395218","PTK2"
"ENST00000395254","ZNF365"
"ENST00000395255","ZNF365"
"ENST00000395275","CALN1"
"ENST00000395379","PHF20L1"
"ENST00000395449","ARFGAP2"
"ENST00000395587","EIF3C"
"ENST00000395602","MAPK7"
"ENST00000395628","EPN2"
"ENST00000395863","BMP7"
"ENST00000395873","ZNF248"
"ENST00000396052","LYRM1"
"ENST00000396097","LPIN1"
"ENST00000396098","LPIN1"
"ENST00000396123","GREB1"
"ENST00000396192","CSE1L"
"ENST00000396231","EFCAB6"
"ENST00000396275","MRGPRX3"
"ENST00000396285","TRPM3"
"ENST00000396324","MYH11"
"ENST00000396352","HOXA3"
"ENST00000396417","SEPTIN3"
"ENST00000396429","OSBPL3"
"ENST00000396545","TNFSF13"
"ENST00000396576","CACNB2"
"ENST00000396595","LIMCH1"
"ENST00000396696","RAB2A"
"ENST00000396913","PHYH"
"ENST00000396952","OR51E1"
"ENST00000396969","DNAJB1"
"ENST00000396980","H2BC15"
"ENST00000397000","PPARG"
"ENST00000397023","PPARG"
"ENST00000397126","ZNF208"
"ENST00000397230","RAD52"
"ENST00000397281","REPIN1"
"ENST00000397304","TNNT3"
"ENST00000397386","LMCD1"
"ENST00000397423","GCNT2"
"ENST00000397532","SLC7A7"
"ENST00000397540","PLAC9P1"
"ENST00000397640","TEN1"
"ENST00000397776","EI24P2"
"ENST00000397814","BMP1"
"ENST00000398063","AGPAT3"
"ENST00000398209","ADAM22"
"ENST00000398214","CD200R1L"
"ENST00000398250","PLPP4"
"ENST00000398309","DLG2"
"ENST00000398398","MBD2"
"ENST00000398477","KRTAP2-2"
"ENST00000398494","PLEKHB1"
"ENST00000398542","ADGRB2"
"ENST00000398631","PCDHA12"
"ENST00000398661","HMGCLL1"
"ENST00000398742","ADGRF2"
"ENST00000398774","PLEC"
"ENST00000398777","LINC02271"
"ENST00000399033","SLC24A1"
"ENST00000399036","CCRL2"
"ENST00000399079","HLA-DQB1"
"ENST00000399202","FAM214A"
"ENST00000399237","RUNX1"
"ENST00000399322","DGKB"
"ENST00000399365","STARD13"
"ENST00000399461","RPL13"
"ENST00000399600","SCIMP"
"ENST00000399629","CACNA1C"
"ENST00000399686","SETD5"
"ENST00000399782","BCL2L13"
"ENST00000399837","ADA2"
"ENST00000399977","BIN3"
"ENST00000400027","OR7E91P"
"ENST00000400043","CYYR1"
"ENST00000400120","ZNF705B"
"ENST00000400202","NRIP1"
"ENST00000400377","ICOSLG"
"ENST00000400432","LINC00598"
"ENST00000400585","CECR2"
"ENST00000400777","CASP9"
"ENST00000400794","WDR47"
"ENST00000400915","PLEKHG5"
"ENST00000400982","LOC440700"
"ENST00000401154","MIR933"
"ENST00000401245","MIR891B"
"ENST00000401394","CTCF"
"ENST00000401414","ECT2L"
"ENST00000401506","LBH"
"ENST00000401630","IL6"
"ENST00000401647","SUGCT"
"ENST00000401787","KDM4C"
"ENST00000402310","MPV17"
"ENST00000402322","C1QA"
"ENST00000402472","PANX2"
"ENST00000402538","RASGRP3"
"ENST00000402629","SERPINA1"
"ENST00000402643","GAPDHP72"
"ENST00000402722","MPV17"
"ENST00000402796","THADA"
"ENST00000402815","DGKB"
"ENST00000402866","DRP2"
"ENST00000402914","MACROD2"
"ENST00000402997","CYTH4"
"ENST00000403045","ADD2"
"ENST00000403160","COPS9"
"ENST00000403368","FAM98A"
"ENST00000403422","NEIL2"
"ENST00000403683","H3C15"
"ENST00000403724","CBLB"
"ENST00000403754","DDT"
"ENST00000403796","SLC37A2"
"ENST00000403866","PPIAP9"
"ENST00000403890","NUP43"
"ENST00000403904","CSNK1E"
"ENST00000404141","PAXIP1"
"ENST00000404205","COLEC11"
"ENST00000404344","B3GALNT2P1"
"ENST00000404393","MPST"
"ENST00000404701","TFGP1"
"ENST00000404786","NEPNP"
"ENST00000404816","LTBP1"
"ENST00000405140","CLU"
"ENST00000405198","AP1B1"
"ENST00000405262","TNFSF11"
"ENST00000405364","ACP1"
"ENST00000405369","LINC01644"
"ENST00000405497","PKMP3"
"ENST00000405585","STK25"
"ENST00000405598","CHEK2"
"ENST00000405941","TMEM18"
"ENST00000406085","H4C10P"
"ENST00000406087","LBH"
"ENST00000406226","STON1"
"ENST00000406549","GAS2L1"
"ENST00000406569","PMS2"
"ENST00000406856","TMPRSS6"
"ENST00000406902","GRAMD4"
"ENST00000406949","PCNX4"
"ENST00000407112","AMZ1"
"ENST00000407275","ANKMY1"
"ENST00000407365","TBC1D1"
"ENST00000407621","MAST4"
"ENST00000407633","BZW2"
"ENST00000407653","GNA12"
"ENST00000407692","LARP1P1"
"ENST00000407811","RASGRP3"
"ENST00000407817","TCN2"
"ENST00000407924","GPR89P"
"ENST00000408005","THSD7A"
"ENST00000408587","SNORD111B"
"ENST00000408973","LCNL1"
"ENST00000408978","MYO3B"
"ENST00000409002","HES6"
"ENST00000409125","GPD2"
"ENST00000409156","CHN1"
"ENST00000409205","SUMO1"
"ENST00000409232","TGOLN2"
"ENST00000409251","PTPRN"
"ENST00000409283","ACVR1"
"ENST00000409294","SLC3A1"
"ENST00000409330","NBN"
"ENST00000409354","WDPCP"
"ENST00000409421","MIER3"
"ENST00000409422","ATG9A"
"ENST00000409448","LYG1"
"ENST00000409462","PID1"
"ENST00000409465","STAT1"
"ENST00000409492","DLX1"
"ENST00000409494","PCDHA13"
"ENST00000409503","POGZ"
"ENST00000409537","LGALSL"
"ENST00000409613","EFHD1"
"ENST00000409619","MYO7A"
"ENST00000409653","FAM221A"
"ENST00000409672","SCN9A"
"ENST00000409701","CHST10"
"ENST00000409721","TMEM131"
"ENST00000409744","DYSF"
"ENST00000409760","VAMP8"
"ENST00000409778","RAD9B"
"ENST00000409793","PRSS40A"
"ENST00000409801","PLGLB1"
"ENST00000409819","KIAA2012-AS1"
"ENST00000409854","EPHA4"
"ENST00000409870","C2orf88"
"ENST00000409913","MCFD2"
"ENST00000409999","C5orf52"
"ENST00000410016","HOXD3"
"ENST00000410057","ACVR1"
"ENST00000410061","RAB6C"
"ENST00000410068","CALCRL"
"ENST00000410085","FAM131B"
"ENST00000410094","SDK2"
"ENST00000410106","ELMOD3"
"ENST00000410107","GCNT2"
"ENST00000410139","MIR1915"
"ENST00000410385","RNA5SP118"
"ENST00000410412","RNU6-613P"
"ENST00000410513","RN7SKP56"
"ENST00000410747","RNU6-1267P"
"ENST00000411154","RNA5SP155"
"ENST00000411293","RNU6-1054P"
"ENST00000411373","RN7SKP30"
"ENST00000411377","RNU6-722P"
"ENST00000411439","LINC01518"
"ENST00000411484","SEPTIN2"
"ENST00000411538","DYDC2"
"ENST00000411660","RPS3AP25"
"ENST00000411719","GPR1"
"ENST00000411763","AP2M1"
"ENST00000411805","RIPPLY1"
"ENST00000411900","PKP4"
"ENST00000412061","BRCA1"
"ENST00000412080","IL1RAP"
"ENST00000412105","MIPEPP3"
"ENST00000412134","LINC01249"
"ENST00000412162","MIR181A1HG"
"ENST00000412350","DMRT2"
"ENST00000412355","ATG9A"
"ENST00000412367","CAMKK2"
"ENST00000412557","DNAJB6"
"ENST00000412580","NPM1P32"
"ENST00000412686","CPSF4"
"ENST00000412689","ASCC2"
"ENST00000412777","LRTOMT"
"ENST00000412850","IP6K2"
"ENST00000412856","SEPTIN7-DT"
"ENST00000412915","RPL9P10"
"ENST00000412964","CCDC138"
"ENST00000413017","CRYZL1"
"ENST00000413035","IPO9-AS1"
"ENST00000413065","SEM1"
"ENST00000413152","THSD7B"
"ENST00000413184","CPSF7"
"ENST00000413227","LINC02613"
"ENST00000413347","SNAP47-AS1"
"ENST00000413498","RPL12P10"
"ENST00000413591","LINC00365"
"ENST00000413602","SCTR-AS1"
"ENST00000413603","LINC00700"
"ENST00000413632","LMNTD1"
"ENST00000413673","SERPINB4"
"ENST00000413687","INAVA"
"ENST00000413695","TBCCD1"
"ENST00000413728","ARHGEF3"
"ENST00000413966","PDIA4"
"ENST00000413967","EIF4G1"
"ENST00000413984","ZNF226"
"ENST00000414122","FBP1"
"ENST00000414322","AQP12B"
"ENST00000414401","CECR7"
"ENST00000414427","SLC44A4"
"ENST00000414534","C2orf76"
"ENST00000414615","LYPD5"
"ENST00000414617","RPS5P3"
"ENST00000414770","IFNGR1"
"ENST00000414953","CYP46A4P"
"ENST00000415014","ELK2BP"
"ENST00000415055","PTPRK"
"ENST00000415072","SEC14L2"
"ENST00000415086","TECPR1"
"ENST00000415183","PWWP3A"
"ENST00000415224","PARVG"
"ENST00000415265","WDR6"
"ENST00000415281","NCKIPSD"
"ENST00000415298","AP1S3"
"ENST00000415309","CABYR"
"ENST00000415431","FBP1"
"ENST00000415479","LINC01614"
"ENST00000415496","MGRN1"
"ENST00000415504","EWSAT1"
"ENST00000415527","SRSF7"
"ENST00000415541","SIK3"
"ENST00000415565","CAPN7"
"ENST00000415576","PSMA8"
"ENST00000415701","PTAR1"
"ENST00000415715","POT1-AS1"
"ENST00000415717","TTLL4"
"ENST00000415778","COPS5P1"
"ENST00000415906","LPP"
"ENST00000415953","ALS2CL"
"ENST00000416021","SH3BP4"
"ENST00000416082","EEF1A1P29"
"ENST00000416139","RPL23AP18"
"ENST00000416150","INHBA"
"ENST00000416215","PTPN6"
"ENST00000416427","RANBP1"
"ENST00000416454","LOC730098"
"ENST00000416513","CPVL-AS1"
"ENST00000416547","SLC38A9"
"ENST00000416689","SLC2A1-AS1"
"ENST00000416858","SLC25A19"
"ENST00000417074","ACOXL"
"ENST00000417221","VPS33B-DT"
"ENST00000417251","SLC5A10"
"ENST00000417253","HELZ"
"ENST00000417342","TP53BP1"
"ENST00000417345","CNTFR"
"ENST00000417453","ESAM"
"ENST00000417576","RORB-AS1"
"ENST00000417749","NRXN2"
"ENST00000417758","DNAJB6"
"ENST00000417767","PARVG"
"ENST00000417871","DONSON"
"ENST00000417903","NDUFA3"
"ENST00000417905","RBM5"
"ENST00000417985","ACTBP1"
"ENST00000418127","SPO11"
"ENST00000418163","ARPC4-TTLL3"
"ENST00000418264","ZDHHC8P1"
"ENST00000418294","NAPEPLD"
"ENST00000418301","SYNJ1"
"ENST00000418351","ACTBP7"
"ENST00000418358","LINC01814"
"ENST00000418370","MYLK"
"ENST00000418435","PIP5K1A"
"ENST00000418492","CDH2"
"ENST00000418554","CREB3L2-AS1"
"ENST00000418688","GDI2"
"ENST00000418713","RPUSD3"
"ENST00000418719","ZKSCAN7"
"ENST00000418910","PPP1CB"
"ENST00000418971","COLEC11"
"ENST00000418978","LUC7L"
"ENST00000419025","EEF1A1P8"
"ENST00000419044","MX1"
"ENST00000419071","PRPSAP2"
"ENST00000419091","RCOR3"
"ENST00000419121","BSDC1"
"ENST00000419131","EYA1"
"ENST00000419164","MDFI"
"ENST00000419252","WASF1"
"ENST00000419268","AFAP1L2"
"ENST00000419307","GSDME"
"ENST00000419358","TEX264"
"ENST00000419402","NCF2"
"ENST00000419408","NDUFA10"
"ENST00000419465","AK4P4"
"ENST00000419476","NENFP1"
"ENST00000419526","ACVRL1"
"ENST00000419683","H2BP6"
"ENST00000419699","GATD3A"
"ENST00000419865","LINC02611"
"ENST00000419922","LINC00607"
"ENST00000419930","MYCBPAP"
"ENST00000419940","TGFA"
"ENST00000419986","VIL1"
"ENST00000420064","EEF1A1P23"
"ENST00000420167","MMAB"
"ENST00000420266","WAC"
"ENST00000420321","CCNYL1"
"ENST00000420323","DNAH1"
"ENST00000420383","ARHGAP4"
"ENST00000420456","TBC1D7"
"ENST00000420459","MUC20-OT1"
"ENST00000420514","FAM66C"
"ENST00000420535","LOXL3"
"ENST00000420573","MAMDC2-AS1"
"ENST00000420584","TAF11"
"ENST00000420697","TECPR1"
"ENST00000420699","ANKRD36"
"ENST00000420737","PDE4DIPP1"
"ENST00000420770","PAX7"
"ENST00000420866","LINC01305"
"ENST00000420922","FTCDNL1"
"ENST00000420980","DPF1"
"ENST00000421050","ARHGEF15"
"ENST00000421143","SNAP25-AS1"
"ENST00000421185","RTCA-AS1"
"ENST00000421187","PLEKHA3"
"ENST00000421232","LARGE1"
"ENST00000421256","LINC02679"
"ENST00000421319","PUS10"
"ENST00000421345","ST7"
"ENST00000421415","CYB5RL"
"ENST00000421461","NEB"
"ENST00000421481","LINC02661"
"ENST00000421491","PABPC4L"
"ENST00000421570","RPS28P5"
"ENST00000421602","NDRG4"
"ENST00000421661","MFSD14A"
"ENST00000421697","ADARB2-AS1"
"ENST00000421705","FSCN3"
"ENST00000421735","SEMA3B-AS1"
"ENST00000421773","AFF4"
"ENST00000421793","DACT1"
"ENST00000421803","MAN2C1"
"ENST00000421875","CSRNP3"
"ENST00000421974","ATP6V0E2"
"ENST00000421977","RASL12"
"ENST00000421996","TMEM184A"
"ENST00000422016","RPL7AP51"
"ENST00000422029","NDUFA3"
"ENST00000422059","LOC101929705"
"ENST00000422078","SLC35A3"
"ENST00000422091","ARHGAP4"
"ENST00000422108","NMRAL2P"
"ENST00000422115","PTH1R"
"ENST00000422204","LINC02863"
"ENST00000422242","RAB5A"
"ENST00000422344","TRAF4"
"ENST00000422459","PELATON"
"ENST00000422503","VWA3B"
"ENST00000422563","GOLGA6L4"
"ENST00000422682","OR7E117P"
"ENST00000422713","TTC38"
"ENST00000422741","FBXL2"
"ENST00000422799","LOC101928386"
"ENST00000422806","NKX1-1"
"ENST00000422822","INHBA-AS1"
"ENST00000422851","MRTFA"
"ENST00000422886","ANKRD44"
"ENST00000422998","DENND1B"
"ENST00000423014","TSTD1"
"ENST00000423147","MRPL10"
"ENST00000423199","ADGRF5P2"
"ENST00000423228","MCCD1P2"
"ENST00000423391","ACTBL2"
"ENST00000423456","MEG3"
"ENST00000423557","IL10"
"ENST00000423616","RHBDD1"
"ENST00000423661","ETDB"
"ENST00000423711","SELENOV"
"ENST00000423842","LINC01740"
"ENST00000423853","LAIR1"
"ENST00000423939","CNTNAP5"
"ENST00000424035","IP6K2"
"ENST00000424051","PPP1R2P4"
"ENST00000424069","SCRN3"
"ENST00000424086","TMEM177"
"ENST00000424127","GAB3"
"ENST00000424202","IGF1"
"ENST00000424227","MAP3K13"
"ENST00000424443","TSPAN3"
"ENST00000424456","NANOGP5"
"ENST00000424608","NUCB1"
"ENST00000424654","PPP1R9A"
"ENST00000424690","NAALADL2-AS2"
"ENST00000424798","MTERF4"
"ENST00000424867","PBRM1"
"ENST00000424921","LINC01678"
"ENST00000424965","SHISA5"
"ENST00000425164","PRR29"
"ENST00000425178","ICA1L"
"ENST00000425208","HMGA2"
"ENST00000425249","SLC4A5"
"ENST00000425363","AGBL2"
"ENST00000425382","ELOVL7"
"ENST00000425460","MYH14"
"ENST00000425537","HMGB4"
"ENST00000425573","DUTP6"
"ENST00000425658","AFF4"
"ENST00000425819","SCRN1"
"ENST00000425835","HDAC2"
"ENST00000425843","HSPA8P1"
"ENST00000425941","SRSF7"
"ENST00000426017","EPS15-AS1"
"ENST00000426018","MTND5P26"
"ENST00000426022","NEK11"
"ENST00000426078","C3orf35"
"ENST00000426122","GRASLND"
"ENST00000426158","STEAP2"
"ENST00000426228","KAT2B"
"ENST00000426318","TRBV10-2"
"ENST00000426459","ATP13A4-AS1"
"ENST00000426468","XXYLT1-AS2"
"ENST00000426559","STMN1"
"ENST00000426656","AGGF1P2"
"ENST00000426789","TFRC"
"ENST00000426851","ZNF398"
"ENST00000426918","RABGAP1"
"ENST00000426920","RASGRP4"
"ENST00000426925","SH3BP5"
"ENST00000426933","SNX19"
"ENST00000426978","CD36"
"ENST00000427038","SCRN3"
"ENST00000427043","CASP14"
"ENST00000427141","EIF4G1"
"ENST00000427188","LINC00313"
"ENST00000427224","LIPG"
"ENST00000427276","LINC01108"
"ENST00000427290","LINC02884"
"ENST00000427292","LINC02777"
"ENST00000427341","LINC02677"
"ENST00000427373","LINC00266-4P"
"ENST00000427389","JOSD1"
"ENST00000427614","TEDC1"
"ENST00000427649","GIGYF2"
"ENST00000427674","SEPTIN9"
"ENST00000427755","DEPDC7"
"ENST00000427765","FAM120A"
"ENST00000427786","PPP1CB"
"ENST00000427817","IQCE"
"ENST00000427847","CREM"
"ENST00000427857","FAM41C"
"ENST00000427983","KHSRPP1"
"ENST00000428068","ADGRA2"
"ENST00000428157","C2orf92"
"ENST00000428263","TAB3-AS1"
"ENST00000428390","FOXI3"
"ENST00000428488","MPP1"
"ENST00000428516","LINC01208"
"ENST00000428522","DHRS9"
"ENST00000428614","DNAJC27-AS1"
"ENST00000428634","PEX11B"
"ENST00000428638","ARHGAP27"
"ENST00000428643","HMGA1P4"
"ENST00000428648","VOPP1"
"ENST00000428682","GAL3ST1"
"ENST00000428910","MPV17"
"ENST00000428989","ODF3B"
"ENST00000429023","GAD1"
"ENST00000429043","FDPSP7"
"ENST00000429226","EMID1"
"ENST00000429350","HORMAD2-AS1"
"ENST00000429402","MGAT3"
"ENST00000429456","LINC01238"
"ENST00000429504","CERS1"
"ENST00000429505","LINC01409"
"ENST00000429537","PDZK1"
"ENST00000429599","PCBP1-AS1"
"ENST00000429710","PLAT"
"ENST00000429734","NPM1P25"
"ENST00000429740","LRRC23"
"ENST00000429859","CCDC18-AS1"
"ENST00000429872","PRKAR1B-AS1"
"ENST00000429895","PTPRF"
"ENST00000430088","BCAP31"
"ENST00000430132","RAB34"
"ENST00000430176","HSPD1"
"ENST00000430186","SLC5A6"
"ENST00000430190","HIGD1A"
"ENST00000430248","CR1L"
"ENST00000430290","LCN9"
"ENST00000430331","BRD8"
"ENST00000430364","LINC01149"
"ENST00000430410","GALNT15"
"ENST00000430443","CCT6P4"
"ENST00000430495","PUS10"
"ENST00000430508","GJA5"
"ENST00000430567","HNF4GP1"
"ENST00000430598","HERC2P3"
