"searchedTranscript","transcriptGene"
"ENST00000488146","DEPDC1"
"ENST00000488157","NISCH"
"ENST00000488203","CIT"
"ENST00000488209","VILL"
"ENST00000488212","MLXIPL"
"ENST00000488223","NUDT13"
"ENST00000488296","GK"
"ENST00000488317","SRRM1"
"ENST00000488325","HLA-DOB"
"ENST00000488404","ZIC1"
"ENST00000488449","TMCO4"
"ENST00000488539","TAF4"
"ENST00000488608","ZC4H2"
"ENST00000488682","KIAA1586"
"ENST00000488765","MCF2L"
"ENST00000488774","PTPRD"
"ENST00000488779","EXOSC8"
"ENST00000488830","WIPF1"
"ENST00000488860","TRAIP"
"ENST00000488892","DMKN"
"ENST00000489017","EPB41L5"
"ENST00000489019","CALD1"
"ENST00000489063","SPAG8"
"ENST00000489087","KRIT1"
"ENST00000489092","AP4B1"
"ENST00000489096","STIM2-AS1"
"ENST00000489124","RPP21"
"ENST00000489127","NGEF"
"ENST00000489172","CEP97"
"ENST00000489215","PTPN18"
"ENST00000489219","ERMP1"
"ENST00000489300","CDK11A"
"ENST00000489332","ZMYM3"
"ENST00000489356","FGD2"
"ENST00000489429","CAMK2B"
"ENST00000489452","LINC00173"
"ENST00000489482","GUSB"
"ENST00000489493","NUP205"
"ENST00000489638","LTA"
"ENST00000489666","MICU1"
"ENST00000489695","HOXA9"
"ENST00000489760","IMP3P2"
"ENST00000489808","EPHB4"
"ENST00000489838","WDR48"
"ENST00000489886","SLC15A2"
"ENST00000489907","SMG5"
"ENST00000489940","PORCN"
"ENST00000489983","BMX"
"ENST00000490038","PLEKHH2"
"ENST00000490048","FAM204A"
"ENST00000490088","HOXD10"
"ENST00000490115","PFKFB4"
"ENST00000490229","GIGYF2"
"ENST00000490258","CRNKL1"
"ENST00000490273","SLC22A23"
"ENST00000490346","ECM1"
"ENST00000490369","IPO5"
"ENST00000490391","PDLIM1"
"ENST00000490527","USP34"
"ENST00000490565","EXOSC10"
"ENST00000490578","HINT2"
"ENST00000490622","DMKN"
"ENST00000490635","PHF8"
"ENST00000490639","CP"
"ENST00000490733","EPCAM"
"ENST00000490755","TIMM17B"
"ENST00000490765","LINC02870"
"ENST00000490783","EDN2"
"ENST00000490812","PTPN18"
"ENST00000490823","KHK"
"ENST00000490825","UTS2B"
"ENST00000490881","NUF2"
"ENST00000490971","PRKAG3"
"ENST00000491015","APCDD1L"
"ENST00000491040","UQCC1"
"ENST00000491079","AHCYL2"
"ENST00000491106","SNRNP40"
"ENST00000491220","ATRAID"
"ENST00000491329","NAALADL2"
"ENST00000491398","RABL3"
"ENST00000491416","FAM204A"
"ENST00000491486","PRDM15"
"ENST00000491540","TACC2"
"ENST00000491600","COP1"
"ENST00000491655","EML6"
"ENST00000491722","HMGN1P7"
"ENST00000491772","CIP2A"
"ENST00000491928","CRYGN"
"ENST00000492074","PPIL3"
"ENST00000492140","HSD3B1"
"ENST00000492185","NELFE"
"ENST00000492291","GRIA1"
"ENST00000492296","PIP5KL1"
"ENST00000492306","DPH2"
"ENST00000492389","CEP41"
"ENST00000492437","SPRTN"
"ENST00000492481","SPP2"
"ENST00000492484","MEI1"
"ENST00000492532","DOCK4"
"ENST00000492552","NR1D2"
"ENST00000492609","ACKR2"
"ENST00000492643","SELENBP1"
"ENST00000492692","CSMD3"
"ENST00000492702","BABAM2"
"ENST00000492707","THOC5"
"ENST00000492710","EPC1"
"ENST00000492803","PIBF1"
"ENST00000492900","SKIV2L"
"ENST00000492950","USP21"
"ENST00000493032","RAD54L"
"ENST00000493099","GUCD1"
"ENST00000493118","ACOT8"
"ENST00000493246","UMAD1"
"ENST00000493315","WDPCP"
"ENST00000493358","SNED1"
"ENST00000493447","MAPKAPK2"
"ENST00000493562","MTMR11"
"ENST00000493664","ZIC4"
"ENST00000493690","LRMDA"
"ENST00000493751","GORASP1"
"ENST00000493807","KCNAB2"
"ENST00000493817","RPL5P3"
"ENST00000493897","ASB13"
"ENST00000493908","ATP1A1-AS1"
"ENST00000493934","SLF1"
"ENST00000493994","ANGPTL3"
"ENST00000493999","RNF32"
"ENST00000494111","FAM89A"
"ENST00000494135","TOR2A"
"ENST00000494204","POLA1"
"ENST00000494216","PPOX"
"ENST00000494223","FLACC1"
"ENST00000494234","ZNF639"
"ENST00000494276","ZNF561"
"ENST00000494326","SCTR"
"ENST00000494343","FGD2"
"ENST00000494345","GLS2"
"ENST00000494359","RPS2P40"
"ENST00000494461","ZER1"
"ENST00000494519","TCF7L1"
"ENST00000494569","ZIC4"
"ENST00000494570","KDM4C"
"ENST00000494612","SMC4"
"ENST00000494628","STIM2"
"ENST00000494639","ABCB6"
"ENST00000494734","PDE4DIP"
"ENST00000494824","SEPTIN2"
"ENST00000494858","REV3L"
"ENST00000494934","SRRM1"
"ENST00000494980","CHMP2B"
"ENST00000495005","ATP5PO"
"ENST00000495022","TRDMT1"
"ENST00000495055","RBM11"
"ENST00000495137","IRF4"
"ENST00000495177","CMTM6"
"ENST00000495187","EIF4H"
"ENST00000495261","OPA1"
"ENST00000495308","FDPS"
"ENST00000495357","CCDC39-AS1"
"ENST00000495431","LOC284344"
"ENST00000495497","HDAC4"
"ENST00000495540","PROM2"
"ENST00000495574","DOCK1"
"ENST00000495627","GMPPB"
"ENST00000495695","LAMA5"
"ENST00000496016","CABIN1"
"ENST00000496026","HDAC9"
"ENST00000496070","GAREM2"
"ENST00000496086","GPR17"
"ENST00000496088","ANKRD53"
"ENST00000496151","GPD1L"
"ENST00000496153","BUD23"
"ENST00000496181","CEP43"
"ENST00000496213","TMEM67"
"ENST00000496258","ADORA2A"
"ENST00000496273","AGK"
"ENST00000496289","ZC3H15"
"ENST00000496375","CXCL12"
"ENST00000496497","ADORA2A"
"ENST00000496500","TRABD2A"
"ENST00000496613","DENND2A"
"ENST00000496644","XXYLT1"
"ENST00000496645","IGSF9"
"ENST00000496660","ANKDD1A"
"ENST00000496699","PTGFRN"
"ENST00000496953","PPIAP70"
"ENST00000496971","WDR86"
"ENST00000497004","MLF1"
"ENST00000497081","MFAP4"
"ENST00000497152","UNC45A"
"ENST00000497227","CARMIL1"
"ENST00000497411","FBXL2"
"ENST00000497430","RFC2"
"ENST00000497445","IZUMO4"
"ENST00000497487","B3GALNT1"
"ENST00000497516","TRIM24"
"ENST00000497681","BTN3A3"
"ENST00000497683","MTMR2"
"ENST00000497687","SLC16A4"
"ENST00000497786","TCTA"
"ENST00000497789","FST"
"ENST00000497925","RN7SL519P"
"ENST00000498000","GAL3ST4"
"ENST00000498065","ZPR1"
"ENST00000498076","NAPRT"
"ENST00000498090","AFF3"
"ENST00000498283","ALKBH4"
"ENST00000498302","PCNX2"
"ENST00000498328","USP33"
"ENST00000498423","ADCK2"
"ENST00000498438","HOXD11"
"ENST00000498487","LRRC17"
"ENST00000498488","STPG1"
"ENST00000498584","KIF9"
"ENST00000498593","DMKN"
"ENST00000498715","UMPS"
"ENST00000498746","EIF4A2"
"ENST00000498755","IQGAP3"
"ENST00000498785","PRDX2"
"ENST00000499879","STK4"
"ENST00000501272","ANXA5"
"ENST00000502156","LOC101929076"
"ENST00000502269","TENT2"
"ENST00000502313","HMGB1P21"
"ENST00000502329","SPAG9"
"ENST00000502480","TCP11"
"ENST00000502497","CFAP299"
"ENST00000502524","PARP8"
"ENST00000502557","CCHCR1"
"ENST00000502558","MAEA"
"ENST00000502567","POLK"
"ENST00000502579","EGF"
"ENST00000502625","TXNDC15"
"ENST00000502689","CENPH"
"ENST00000502707","TRIML2"
"ENST00000502713","WDFY3"
"ENST00000502723","EGF"
"ENST00000502749","ZNF451"
"ENST00000502786","TBC1D9"
"ENST00000502796","CDH18"
"ENST00000502822","TMPRSS11D"
"ENST00000502825","STING1"
"ENST00000502850","NUP54"
"ENST00000502903","SLC39A8"
"ENST00000502926","PCDHGB8P"
"ENST00000502968","TRPC3"
"ENST00000503035","WDR41"
"ENST00000503075","MEF2C"
"ENST00000503096","ABHD17AP3"
"ENST00000503118","LRRC59"
"ENST00000503128","NSD2"
"ENST00000503196","FBXL5"
"ENST00000503276","DLX4"
"ENST00000503287","STING1"
"ENST00000503401","SCLT1"
"ENST00000503538","AGGF1"
"ENST00000503561","PARP8"
"ENST00000503724","FAM153B"
"ENST00000503748","MYOT"
"ENST00000503753","SYT15"
"ENST00000503792","MMP23B"
"ENST00000503858","TAPT1"
"ENST00000503977","H1-8"
"ENST00000504015","ALYREF"
"ENST00000504133","DROSHA"
"ENST00000504202","HINT1"
"ENST00000504238","ABLIM3"
"ENST00000504251","TTC33"
"ENST00000504340","IRF2"
"ENST00000504352","PCBD2"
"ENST00000504375","FAM86EP"
"ENST00000504426","LEF1"
"ENST00000504431","UBE2B"
"ENST00000504502","ZCCHC9"
"ENST00000504590","TTK"
"ENST00000504591","ATP5MC1"
"ENST00000504707","MAD2L1"
"ENST00000504722","CNGA1"
"ENST00000504729","ANKRD13D"
"ENST00000504744","TMEM175"
"ENST00000504749","SLC29A4P2"
"ENST00000504898","HNRNPAB"
"ENST00000504899","F2RL2"
"ENST00000504952","DCK"
"ENST00000505055","WDR19"
"ENST00000505124","CEP44"
"ENST00000505129","WDR41"
"ENST00000505176","ALPK1"
"ENST00000505196","LINC01194"
"ENST00000505198","SMIM43"
"ENST00000505329","LINC02431"
"ENST00000505351","IL15"
"ENST00000505359","HSPA8P19"
"ENST00000505402","CAST"
"ENST00000505452","TEC"
"ENST00000505495","CACNA1G-AS1"
"ENST00000505503","ZNF672"
"ENST00000505506","SLC2A9"
"ENST00000505652","ADH5"
"ENST00000505686","ZNF608"
"ENST00000505777","UBA5"
"ENST00000505831","SUDS3P1"
"ENST00000505868","FAM135A"
"ENST00000505875","IL7R"
"ENST00000505915","ENPP7P11"
"ENST00000505965","TSC22D3"
"ENST00000505999","TMEM184C"
"ENST00000506024","PDE4D"
"ENST00000506041","LINC02060"
"ENST00000506107","AMOTL2"
"ENST00000506242","PDK2"
"ENST00000506250","LINC02056"
"ENST00000506279","LVRN"
"ENST00000506282","CENPK"
"ENST00000506372","CDH18"
"ENST00000506403","ZCCHC10"
"ENST00000506474","WDR41"
"ENST00000506563","CDK7"
"ENST00000506596","ANKDD1B"
"ENST00000506651","ADH1B"
"ENST00000506810","ADTRP"
"ENST00000506836","LINC01948"
"ENST00000506873","KLHL3"
"ENST00000507054","RGMB"
"ENST00000507235","ASS1P10"
"ENST00000507242","NMNAT3"
"ENST00000507257","NUP54"
"ENST00000507278","ANXA10"
"ENST00000507349","MRPS18C"
"ENST00000507396","SDAD1"
"ENST00000507415","PAIP2"
"ENST00000507454","PLK4"
"ENST00000507537","METAP1"
"ENST00000507552","DMXL1"
"ENST00000507571","HAND2-AS1"
"ENST00000507660","THAP9-AS1"
"ENST00000507688","ACAD10"
"ENST00000507705","ACAD11"
"ENST00000507708","FGFR4"
"ENST00000507711","FRYL"
"ENST00000507745","G3BP2"
"ENST00000507770","RASA2-IT1"
"ENST00000507814","BBS7"
"ENST00000508044","RACK1"
"ENST00000508087","ANAPC10"
"ENST00000508095","CENPU"
"ENST00000508139","FGFR4"
"ENST00000508155","ZNF346"
"ENST00000508252","NME5"
"ENST00000508353","LINC01184"
"ENST00000508563","LINC02383"
"ENST00000508575","MROH2B"
"ENST00000508591","HELQ"
"ENST00000508607","SLC35B1"
"ENST00000508648","LARP1B"
"ENST00000508673","C4orf33"
"ENST00000508681","SNCAIP"
"ENST00000508742","MEF2C-AS1"
"ENST00000508840","HSPA8P11"
"ENST00000508886","TAPT1"
"ENST00000508888","TAPT1"
"ENST00000508898","PALLD"
"ENST00000509044","GPAT3"
"ENST00000509048","RETREG1"
"ENST00000509120","CENPE"
"ENST00000509134","FBXO4"
"ENST00000509256","PDZD2"
"ENST00000509322","MAPK10-AS1"
"ENST00000509387","TMEM161B"
"ENST00000509397","CENPK"
"ENST00000509447","NMNAT3"
"ENST00000509540","BMPR1B"
"ENST00000509565","TMEM131L"
"ENST00000509596","FAM13B"
"ENST00000509627","C5orf49"
"ENST00000509639","DDR1"
"ENST00000509652","SNCAIP"
"ENST00000509668","IL7R"
"ENST00000509677","SH3BP2"
"ENST00000509699","FBXO38"
"ENST00000509719","NCAPG"
"ENST00000509720","UBE2J2"
"ENST00000509732","APC"
"ENST00000509825","WDFY3"
"ENST00000509870","HOXC-AS3"
"ENST00000509900","PTPN20"
"ENST00000510012","AASDH"
"ENST00000510022","GAK"
"ENST00000510046","DCP2"
"ENST00000510067","LINC02199"
"ENST00000510212","RPL34-DT"
"ENST00000510284","MIR3945HG"
"ENST00000510324","CASP6"
"ENST00000510362","RETREG1"
"ENST00000510375","DROSHA"
"ENST00000510386","RAI14"
"ENST00000510446","FAF2"
"ENST00000510477","CDH10"
"ENST00000510481","CCDC110"
"ENST00000510488","KRT18P35"
"ENST00000510490","UGDH"
"ENST00000510528","RAB28"
"ENST00000510587","DCUN1D4"
"ENST00000510735","NUDT6"
"ENST00000510746","YTHDC1"
"ENST00000510787","BTF3"
"ENST00000510795","BMPR1B-DT"
"ENST00000510813","C1GALT1P2"
"ENST00000510896","HNRNPKP1"
"ENST00000510903","PRSS12"
"ENST00000510984","LUC7L3"
"ENST00000511026","PDK2"
"ENST00000511089","PACRGL"
"ENST00000511195","LINC01085"
"ENST00000511294","EPHA5"
"ENST00000511308","ZNF608"
"ENST00000511448","PIGG"
"ENST00000511545","SNX24"
"ENST00000511561","LIFR"
"ENST00000511594","PAQR3"
"ENST00000511638","KIF20A"
"ENST00000511654","XYLT2"
"ENST00000511739","USP38"
"ENST00000511743","FAM117A"
"ENST00000511781","CPLANE1"
"ENST00000511799","ELOVL7"
"ENST00000511843","RNF4"
"ENST00000511925","JADE1"
"ENST00000511935","LOC100507065"
"ENST00000511982","IL7R"
"ENST00000512017","MAPK10"
"ENST00000512022","ROPN1L"
"ENST00000512084","OXCT1"
"ENST00000512092","FAM86EP"
"ENST00000512120","SCGB3A1"
"ENST00000512147","CLDND1"
"ENST00000512198","ETF1"
"ENST00000512394","SNX2"
"ENST00000512524","MTRNR2L5"
"ENST00000512575","SEPTIN11"
"ENST00000512623","NDUFAF2"
"ENST00000512646","ETNPPL"
"ENST00000512743","BTC"
"ENST00000512806","SLC9B2"
"ENST00000512881","RFC1"
"ENST00000512885","DROSHA"
"ENST00000512982","FYB1"
"ENST00000513025","LUC7L3"
"ENST00000513031","CDHR2"
"ENST00000513034","STOX2"
"ENST00000513153","LINC01088"
"ENST00000513161","NECAP2"
"ENST00000513232","TTC37"
"ENST00000513263","SKP2"
"ENST00000513264","PSCA"
"ENST00000513275","SLC38A9"
"ENST00000513312","MCIDAS"
"ENST00000513319","LOX"
"ENST00000513437","GUCY1B1"
"ENST00000513649","PPA2"
"ENST00000513688","HARS2"
"ENST00000513785","SSBP2"
"ENST00000513811","CC2D2A"
"ENST00000514006","CALCOCO2"
"ENST00000514014","RBM47"
"ENST00000514052","DNAJC18"
"ENST00000514109","UBA6-AS1"
"ENST00000514127","NSUN2"
"ENST00000514165","F2RL1"
"ENST00000514333","SLC41A3"
"ENST00000514393","ATR"
"ENST00000514456","ENPP7P9"
"ENST00000514505","BTF3"
"ENST00000514561","SEC24D"
"ENST00000514644","NFASC"
"ENST00000514724","HMMR-AS1"
"ENST00000514763","STX18-AS1"
"ENST00000514770","ZGRF1"
"ENST00000514844","PURPL"
"ENST00000514901","NUP54"
"ENST00000514903","BDP1"
"ENST00000514963","TRPC7"
"ENST00000514995","DDX60"
"ENST00000515017","ANXA5"
"ENST00000515140","CENPC"
"ENST00000515245","FAM86HP"
"ENST00000515272","SEPSECS"
"ENST00000515351","PCDH1"
"ENST00000515369","ZNF672"
"ENST00000515420","CLCN3"
"ENST00000515441","CNOT6L"
"ENST00000515457","G3BP2"
"ENST00000515531","SMARCA5"
"ENST00000515540","BAX"
"ENST00000515631","WDR19"
"ENST00000515694","ADH1B"
"ENST00000515712","ACTBP2"
"ENST00000515816","SAMD14"
"ENST00000515831","TRMT10A"
"ENST00000516068","RNU2-45P"
"ENST00000516209","RNU2-30P"
"ENST00000517083","RNU6-548P"
"ENST00000517371","YTHDF3"
"ENST00000517388","IKBKB"
"ENST00000517534","CTNNA1"
"ENST00000517767","DSTNP3"
"ENST00000517966","MOK"
"ENST00000517969","AP3M2"
"ENST00000518047","DIAPH1"
"ENST00000518057","DEPTOR"
"ENST00000518142","GRIA1"
"ENST00000518158","GFPT2"
"ENST00000518186","ASH2L"
"ENST00000518204","WWC1"
"ENST00000518251","BRD9"
"ENST00000518279","TNPO1"
"ENST00000518320","ZNF596"
"ENST00000518384","SLC20A2"
"ENST00000518388","SGK3"
"ENST00000518490","MYL12AP1"
"ENST00000518597","RBM12B"
"ENST00000518602","HNRNPH1"
"ENST00000518607","EFCAB2"
"ENST00000518627","STK3"
"ENST00000518638","CCDC6"
"ENST00000518707","DMGDH"
"ENST00000518891","MTUS1"
"ENST00000518946","FAM114A2"
"ENST00000518951","TOP1MT"
"ENST00000519078","CDK1"
"ENST00000519092","RGS22"
"ENST00000519142","CYRIB"
"ENST00000519149","LCP2"
"ENST00000519150","NIPAL4"
"ENST00000519167","LACTB2-AS1"
"ENST00000519204","TENM2"
"ENST00000519208","MRNIP"
"ENST00000519263","MTUS1"
"ENST00000519341","SLA"
"ENST00000519354","CDRT4"
"ENST00000519422","RUNX1T1"
"ENST00000519464","ZFAND1"
"ENST00000519471","FBXO16"
"ENST00000519580","NDRG1"
"ENST00000519601","HSF4"
"ENST00000519611","LY6E"
"ENST00000519713","IGHV1-67"
"ENST00000519725","RGS22"
"ENST00000519817","SNX16"
"ENST00000519974","RPL26L1"
"ENST00000520053","STK3"
"ENST00000520055","INTS9-AS1"
"ENST00000520122","AP3B1"
"ENST00000520188","ATP6V1H"
"ENST00000520305","MPP2"
"ENST00000520403","FAM120AOS"
"ENST00000520504","PANK3"
"ENST00000520628","AGO2"
"ENST00000520655","IKBKB"
"ENST00000520679","EXTL3"
"ENST00000520714","MEG3"
"ENST00000520725","DENND3"
"ENST00000520730","HIGD1AP18"
"ENST00000520789","PSD3"
"ENST00000520836","DOCK2"
"ENST00000520837","TSPAN18"
"ENST00000520978","RUNX1T1"
"ENST00000520986","DENND3"
"ENST00000520988","LINC02839"
"ENST00000520994","MCM4"
"ENST00000521057","ASAP1"
"ENST00000521281","CLEC2L"
"ENST00000521287","ZFAND1"
"ENST00000521308","CCDC69"
"ENST00000521367","RELL2"
"ENST00000521418","POLB"
"ENST00000521529","H2AZ2"
"ENST00000521546","TATDN1"
"ENST00000521583","CNOT8"
"ENST00000521597","TNFRSF11B"
"ENST00000521634","ENDOV"
"ENST00000521701","EFCAB1"
"ENST00000521723","PDGFRB"
"ENST00000521758","INTS10"
"ENST00000521770","CLU"
"ENST00000521819","OSGEPL1-AS1"
"ENST00000521877","PIEZO1"
"ENST00000522032","ZFAND1"
"ENST00000522074","INTS9"
"ENST00000522113","PPP2CB"
"ENST00000522206","NCALD"
"ENST00000522243","SDCBP"
"ENST00000522283","FUT2"
"ENST00000522291","RIMS1"
"ENST00000522360","DST"
"ENST00000522370","TBCA"
"ENST00000522509","STAU2"
"ENST00000522538","DST"
"ENST00000522633","IL6ST"
"ENST00000522728","GML"
"ENST00000522734","RANBP17"
"ENST00000522789","LRRC6"
"ENST00000522837","DGLUCY"
"ENST00000522895","CEP170"
"ENST00000522924","STK3"
"ENST00000523093","DPYSL2"
"ENST00000523096","ZFAND1"
"ENST00000523103","LZTS1-AS1"
"ENST00000523131","YWHAZ"
"ENST00000523287","RGS22"
"ENST00000523302","SPAG1"
"ENST00000523308","DENND3"
"ENST00000523392","PURG"
"ENST00000523401","SGK3"
"ENST00000523417","TOP1MT"
"ENST00000523436","INTS9"
"ENST00000523470","TOB1-AS1"
"ENST00000523478","ATP6V1B2"
"ENST00000523539","PTK2"
"ENST00000523566","ESCO2"
"ENST00000523580","TRIQK"
"ENST00000523601","STK3"
"ENST00000523644","RNF19A"
"ENST00000523659","PTTG1"
"ENST00000523939","ALKAL1"
"ENST00000524009","PLAT"
"ENST00000524090","MTSS1"
"ENST00000524091","RNF5P1"
"ENST00000524096","CHRNA2"
"ENST00000524112","CSGALNACT1"
"ENST00000524149","ACSM1"
"ENST00000524158","TNFRSF10A"
"ENST00000524163","OPRM1"
"ENST00000524260","TRIQK"
"ENST00000524332","DECR1"
"ENST00000524377","NTRK1"
"ENST00000524445","NAALADL1"
"ENST00000524509","PACSIN3"
"ENST00000524545","DDHD2"
"ENST00000524584","COG4"
"ENST00000524615","ENPP7P8"
"ENST00000524679","TPD52L1"
"ENST00000524682","BTN3A2"
"ENST00000524739","ACAD8"
"ENST00000524744","ZDHHC13"
"ENST00000524784","PACS1"
"ENST00000524860","ST3GAL4"
"ENST00000524886","SLC39A13"
"ENST00000524991","SLC35F2"
"ENST00000525052","RBL1"
"ENST00000525070","SIGIRR"
"ENST00000525108","BTBD10"
"ENST00000525127","BRMS1"
"ENST00000525172","ZIC4"
"ENST00000525177","PLEKHA7"
"ENST00000525264","SLC22A20P"
"ENST00000525291","SDHD"
"ENST00000525303","TRAPPC4"
"ENST00000525319","SIRT3"
"ENST00000525395","LRRK1"
"ENST00000525427","PHLDB1"
"ENST00000525435","CCS"
"ENST00000525496","ASRGL1"
"ENST00000525569","TATDN3"
"ENST00000525577","TMEM123"
"ENST00000525584","POU2AF1"
"ENST00000525696","MDP1"
"ENST00000525757","GRAMD1B"
"ENST00000525803","PTS"
"ENST00000526102","INSC"
"ENST00000526114","ILK"
"ENST00000526130","ZC2HC1C"
"ENST00000526141","TRAPPC4"
"ENST00000526169","NDUFV1"
"ENST00000526197","PDE4B"
"ENST00000526258","KDM2A"
"ENST00000526328","SAMD12"
"ENST00000526356","LETM2"
"ENST00000526410","ZNF408"
"ENST00000526417","NOD2"
"ENST00000526461","GTF2H1"
"ENST00000526506","HIF3A"
"ENST00000526515","DPP3"
"ENST00000526536","GRIK4"
"ENST00000526542","NDUFS8"
"ENST00000526568","CASP1"
"ENST00000526572","GRK2"
"ENST00000526590","NLRP10"
"ENST00000526599","CHRNA10"
"ENST00000526642","NAV2-AS1"
"ENST00000526647","MAP3K11"
"ENST00000526669","CD44"
"ENST00000526737","ALG8"
"ENST00000526866","CDC27"
"ENST00000526898","SLC25A45"
"ENST00000526950","TXNRD1"
"ENST00000526975","CFL1"
"ENST00000527098","INTS11"
"ENST00000527099","ALG8"
"ENST00000527120","NUF2"
"ENST00000527127","SLC25A22"
"ENST00000527145","ACCSL"
"ENST00000527172","PRR5L"
"ENST00000527193","PPP5C"
"ENST00000527225","SPCS2"
"ENST00000527250","QSER1"
"ENST00000527251","BBS1"
"ENST00000527258","ABI3BP"
"ENST00000527273","RPS3"
"ENST00000527286","C11orf52"
"ENST00000527290","SPCS2"
"ENST00000527292","DNAAF3"
"ENST00000527404","XIAPP2"
"ENST00000527409","LMNB2"
"ENST00000527423","EPB41L2"
"ENST00000527439","NUF2"
"ENST00000527512","ZNF16"
"ENST00000527601","DNAJC24"
"ENST00000527620","LMNTD2-AS1"
"ENST00000527655","EDRF1"
"ENST00000527661","TCP11L1"
"ENST00000527690","TAF1D"
"ENST00000527693","TATDN3"
"ENST00000527740","ZNF34"
"ENST00000527776","ARFGAP2"
"ENST00000527848","WEE1"
"ENST00000527870","DENND2B"
"ENST00000527896","DENND5A"
"ENST00000527904","BMPR1AP2"
"ENST00000527909","RELA"
"ENST00000527938","TOLLIP"
"ENST00000528103","AHI1"
"ENST00000528127","PAOX"
"ENST00000528155","QSER1"
"ENST00000528160","MBP"
"ENST00000528175","MAPK15"
"ENST00000528190","ANKRD42"
"ENST00000528238","NASP"
"ENST00000528244","AGBL2"
"ENST00000528292","HSPA8"
"ENST00000528303","EEF1D"
"ENST00000528325","ACAD8"
"ENST00000528354","IL15RA"
"ENST00000528371","ST3GAL3"
"ENST00000528375","INCENP"
"ENST00000528467","GLI1"
"ENST00000528468","KCTD21-AS1"
"ENST00000528473","TP53I11"
"ENST00000528478","SBF2"
"ENST00000528481","POLD3"
"ENST00000528501","NUP160"
"ENST00000528544","ADM"
"ENST00000528611","MACF1"
"ENST00000528623","PRMT1"
"ENST00000528741","CTSH"
"ENST00000528756","ALDH3B2"
"ENST00000528764","HNRNPCP8"
"ENST00000528789","CHRDL2"
"ENST00000528816","AP2A2"
"ENST00000528863","FEZ1"
"ENST00000528912","SMPD5"
"ENST00000529176","TMEM25"
"ENST00000529256","ACY3"
"ENST00000529270","C11orf1"
"ENST00000529311","PARP10"
"ENST00000529326","GLYATL1P4"
"ENST00000529329","DIO1"
"ENST00000529331","GVQW3"
"ENST00000529342","C11orf52"
"ENST00000529465","PARP2"
"ENST00000529569","MTCO1P15"
"ENST00000529587","SBF2"
"ENST00000529640","UBXN1"
"ENST00000529666","AAMDC"
"ENST00000529678","ZNF195"
"ENST00000529714","SMCO4"
"ENST00000529749","IMMP1L"
"ENST00000529763","RCOR3"
"ENST00000529791","PKD1L2"
"ENST00000529842","PARP10"
"ENST00000529854","GSDMD"
"ENST00000529913","ANO1"
"ENST00000529950","MS4A4A"
"ENST00000529955","BBS1"
"ENST00000529993","LRP5"
"ENST00000530018","KCTD21"
"ENST00000530105","PRG2"
"ENST00000530120","CSRP1"
"ENST00000530129","DDX25"
"ENST00000530218","USP50"
"ENST00000530280","XRRA1"
"ENST00000530360","SLC25A22"
"ENST00000530380","KCNK7"
"ENST00000530392","TATDN3"
"ENST00000530397","SLC44A3"
"ENST00000530535","USP35"
"ENST00000530560","TYK2"
"ENST00000530567","CAPN1"
"ENST00000530703","ABCA7"
"ENST00000530711","THEG"
"ENST00000530749","RDX"
"ENST00000530753","BSDC1"
"ENST00000530782","SLFN13"
"ENST00000530840","NASP"
"ENST00000530895","APOL3"
"ENST00000530932","PPFIA1"
"ENST00000530949","MAP3K11"
"ENST00000530952","PPIAP42"
"ENST00000531043","HIF3A"
"ENST00000531116","PKNOX2"
"ENST00000531254","ZNF707"
"ENST00000531264","MRGPRX3"
"ENST00000531283","PRCP"
"ENST00000531284","SYBU"
"ENST00000531364","DHCR7"
"ENST00000531409","CYP2F1"
"ENST00000531429","SCUBE2"
"ENST00000531475","PRSS23"
"ENST00000531558","PICALM"
"ENST00000531626","KNL1"
"ENST00000531830","CDON"
"ENST00000531854","KCNE3"
"ENST00000531899","CDHR5"
"ENST00000531902","DTX4"
"ENST00000532004","RPLP2"
"ENST00000532014","TRIM53AP"
"ENST00000532021","SGK1"
"ENST00000532066","TRIM44"
"ENST00000532079","PLEKHA7"
"ENST00000532135","TEX36"
"ENST00000532141","ZNF345"
"ENST00000532208","LBHD1"
"ENST00000532248","AKR1E2"
"ENST00000532300","ROBO4"
"ENST00000532316","PKNOX2-AS1"
"ENST00000532322","SLC5A9"
"ENST00000532351","ZNF16"
"ENST00000532373","RIC8A"
"ENST00000532395","HID1"
"ENST00000532402","GANAB"
"ENST00000532408","FHAD1"
"ENST00000532440","ALG8"
"ENST00000532489","PRMT1"
"ENST00000532497","POLD3"
"ENST00000532560","CPSF1"
"ENST00000532655","MTCO2P15"
"ENST00000532665","BAK1P2"
"ENST00000532705","COMMD9"
"ENST00000532711","PAK1"
"ENST00000532728","ABCC8"
"ENST00000532743","RAD51"
"ENST00000532744","ANP32E"
"ENST00000532859","PHBP2"
"ENST00000532884","PUF60"
"ENST00000532909","CHID1"
"ENST00000532965","BDNF-AS"
"ENST00000533000","UBXN1"
"ENST00000533001","KNL1"
"ENST00000533069","PKP3"
"ENST00000533119","SCP2"
"ENST00000533192","POLA2"
"ENST00000533380","RNF121"
"ENST00000533391","PITPNM1"
"ENST00000533414","LRRIQ1"
"ENST00000533514","MSANTD2"
"ENST00000533533","COPB1"
"ENST00000533534","MICAL2"
"ENST00000533578","FAM167A-AS1"
"ENST00000533604","CAPN11"
"ENST00000533663","OVCH2"
